id,name,block,room,place
6293135902,David White,D1,803,2
202048825,Alim,D1,804,1
1340453078,Michael Sosa,D1,804,2
4240488844,Jeffrey Peterson,D1,811,1
3200499226,Alexandria Walton,D1,811,2
9411516853,Brent Owen,D1,814,1
9494627897,Alexis Barr,D1,814,2
7573383064,James Anderson,D1,815,1
6255520287,Cody Brown,D1,815,2
6374496629,Maria Flynn,D1,820,1
8953806172,Joshua Nunez,D1,820,2
7037968902,Sheri Santana,D1,822,1
2032551285,Dr. Jeffrey Roy,D1,822,2
165120497,Adam Gibson,D1,826,1
7253136173,Jonathan Williams,D1,826,2
5327488976,Nicole Wolfe,D1,902,1
1463865048,Melissa Donaldson,D1,902,2
7790263589,Amanda Brown,D1,903,1
3080650084,Dillon King,D1,903,2
7976039836,Keith Wilson,D1,907,1
1668624943,David Jordan,D1,907,2
2633335100,Sarah Shaw,D1,908,1
8527165273,Robert Williams,D1,908,2
3322096925,Richard Hughes,D1,910,1
1940728915,Charles Sullivan,D1,910,2
8131688727,Mrs. Katherine Bennett,D1,912,1
4131646040,Karen Dean,D1,912,2
3628006421,Kyle Martin,D1,915,1
6395280242,Andrew Campbell,D1,915,2
9534873185,Brenda Weaver,D1,918,1
2109219961,Brittany Martinez,D1,918,2
7095581377,Joseph Brown,D1,919,1
8784973254,Paul Hensley,D1,919,2
9873161910,Dr. Anna Bishop,D1,920,1
3690697181,Krista Klein,D1,920,2
8591927482,Susan Caldwell,D1,922,1
7153387269,Michelle Marks,D1,922,2
9772895919,Jason Lopez,D1,924,1
4377246027,Jody White,D1,924,2
9967783377,Dana Jones,D1,1002,1
8987132480,Anna Mckee,D1,1002,2
6820577778,Misty Mullen,D1,1006,1
668444014,Nicholas Barnes,D1,1006,2
973848162,Trevor Jennings,D1,1007,1
1002483051,Melissa Hill,D1,1007,2
2783800607,Henry Barber,D1,1012,1
4088051765,Melissa Huang,D1,1012,2
2946642601,Lisa Burns,D1,1017,1
9482966025,Frank Sawyer,D1,1017,2
9014403683,Cassidy Hall,D1,1019,1
8493583390,Andrew Dominguez,D1,1019,2
6161129565,Brooke Jackson,D1,1023,1
7820351440,Lorraine Tate,D1,1023,2
4580264644,Mark Pena,D1,1025,1
4535370911,Lauren Buckley,D1,1025,2
8038025075,Alexis Brown,D1,1026,1
2932263968,Robert Fletcher,D1,1026,2
9176346075,Shannon Kidd,D1,1028,1
2391063486,Patrick Ross,D1,1028,2
8187248599,Jessica Thomas,D1,1101,1
755284379,Alex Bridges,D1,1101,2
8028301471,Megan Williams,D1,1103,1
6831078384,Summer Brown,D1,1103,2
5101028466,Joann Hodges,D1,1105,1
9232095994,Kaylee Garcia,D1,1105,2
1840049670,Allison Edwards,D1,1106,1
9861765061,Kimberly Lopez,D1,1106,2
8997222042,James Peters,D1,1114,1
1110099792,Garrett Perez,D1,1114,2
9585772310,Jesse Robles,D1,1118,1
9438546516,Brenda Doyle,D1,1118,2
4098213874,Aaron Smith,D1,1119,1
5191198709,Bryan Bailey,D1,1119,2
5967727049,Tiffany Thomas,D1,1122,1
3346495940,Tyler Soto,D1,1122,2
584318745,Larry Clayton,D1,1127,1
5180079784,Angela Walsh,D1,1127,2
3117837884,Kenneth Baker,D1,1128,1
7324782517,Gina Garcia,D1,1128,2
2253582976,Christopher Murray,D1,1204,1
2292252947,Johnny Frost,D1,1204,2
6172587992,Steven Smith,D1,1205,1
8313848644,Becky Reeves,D1,1205,2
4676159741,Dylan Gonzalez,D1,1207,1
3429722961,Robert Allen,D1,1207,2
3712270607,Randy Hodge,D1,1208,1
3514522153,Alicia Rodriguez,D1,1208,2
8700634549,Jody Smith,D1,1210,1
8338842773,Cheryl Powers,D1,1210,2
2314644374,Don Thompson,D1,1212,1
9640198677,Steven Skinner,D1,1212,2
4380981357,Steven Owens,D1,1214,1
2293569118,Patricia Thompson,D1,1214,2
2209768241,Bailey Ross,D1,1227,1
6100968051,Jon Farrell,D1,1227,2
6286741614,Lauren Bradley,D2,203,1
130436783,Matthew Stokes,D2,203,2
4315043644,Robert Simpson,D2,205,1
5612841465,Debbie Thomas,D2,205,2
5499005176,Scott Lambert,D2,206,1
3470489091,Phillip Nichols,D2,206,2
6331370966,Norma Alexander,D2,212,1
5713771295,Megan Allen,D2,212,2
1221064968,Charles Johns,D2,214,1
2089926039,Christopher Blevins,D2,214,2
2594875081,Jessica Weber,D2,215,1
7505191715,Carrie Anderson,D2,215,2
2914859733,Jordan Barrett,D2,216,1
4294926179,Andrea Evans,D2,216,2
809204362,Christian Schultz,D2,218,1
2759393540,William Sloan,D2,218,2
5081086438,Jenna Fields,D2,221,1
6481986034,Allison Taylor,D2,221,2
3670583557,Jillian Cook,D2,222,1
2284624667,Elizabeth Kirk,D2,222,2
2399458098,Marissa Smith,D2,223,1
4149385101,Eric Ramirez,D2,223,2
3366964309,Marilyn Taylor,D2,224,1
5233235414,Karen Lynch,D2,224,2
7047418133,Amanda Evans,D2,226,1
6122317712,Mary Thomas,D2,226,2
1488374068,Claudia Harris,D2,227,1
2914185961,Hannah Berg,D2,227,2
4994142314,Brian Cameron,D2,301,1
3519739331,Jonathan Rivas,D2,301,2
3153682665,Craig Grant,D2,311,1
6969627209,John Young,D2,311,2
5501362987,Shannon Nelson,D2,313,1
6138192637,Belinda Torres,D2,313,2
2823383509,Paul White,D2,314,1
8586861521,Helen Neal,D2,314,2
2625687511,Edward Rodriguez,D2,315,1
6354429746,Alexandra Franco,D2,315,2
7172775130,Amy Howard,D2,319,1
4476174891,Craig Smith,D2,319,2
6302489466,Charles Johnston,D2,321,1
872283405,Rebecca Robinson,D2,321,2
4962556226,Katie Williams,D2,322,1
9183953600,John Rosales,D2,322,2
4855861236,Dana Shannon,D2,323,1
1830416092,Victoria Shah,D2,323,2
758008402,Samuel Rose,D2,324,1
757059740,Kevin Vazquez,D2,324,2
5455506141,Laura Brown,D2,403,1
5421592957,Catherine Santos,D2,403,2
4440726794,Ariana Schroeder,D2,405,1
8865675552,Kelsey Roach,D2,405,2
8954201964,Allen Fry,D2,406,1
8711468168,Teresa Bishop,D2,406,2
6449969928,Gregory Adams,D2,407,1
7989479802,Jason Taylor,D2,407,2
8296626802,Matthew Henderson,D2,409,1
9579849496,Andrea Orozco,D2,409,2
6497102704,Christina Rodriguez,D2,414,1
3654952702,Christina Townsend,D2,414,2
4965204829,Samuel Brown Jr.,D2,415,1
4610685458,Karen Hardy,D2,415,2
9148673743,Mary Valdez,D2,419,1
14679765,Crystal Cook,D2,419,2
8509826387,Julie Jimenez,D2,425,1
8794922251,Keith Pace,D2,425,2
5692363152,Aimee Valencia,D2,426,1
9925214660,Jordan Ortiz,D2,426,2
7761598355,Destiny Jarvis,D2,427,1
387956086,Jason Cross,D2,427,2
5416091546,Susan White,D2,501,1
7067682347,Dr. Matthew Murphy MD,D2,501,2
5667281971,Natasha Evans,D2,502,1
1103789541,Judy Kelly,D2,502,2
9157883066,Nancy Scott,D2,503,1
8461493231,Lisa Hernandez,D2,503,2
3248574541,Briana Tucker,D2,505,1
2885014727,Elizabeth Gray,D2,505,2
635112784,Brenda Brooks,D2,511,1
973851419,Courtney Bailey,D2,511,2
6149357778,Sandra Wood,D2,514,1
752271638,Peter Marquez,D2,514,2
2339616882,Emily Santos,D2,518,1
1968292571,Gregory Hayden,D2,518,2
2757441596,Elizabeth Simmons,D2,519,1
1339802219,Danielle Caldwell,D2,519,2
5089085226,Mark Dorsey,D2,522,1
5243004310,Matthew White,D2,522,2
4456669528,Bobby Duncan,D2,523,1
8189475098,Jill Williams,D2,523,2
7992145982,Charles Johnson,D2,524,1
7505085462,Christopher Stanley,D2,524,2
3643601748,Jennifer Grant,D2,526,1
2674869592,Ana Summers,D2,526,2
6753252177,Brenda Douglas,D2,527,1
7941740287,Donna Bauer,D2,527,2
553240630,Laura Willis,D2,601,1
3822909034,Ernest Thomas,D2,601,2
2580703343,Timothy Brown,D2,602,1
4477044001,Kevin Allen,D2,602,2
4392355697,Alicia Davenport,D2,604,1
68559718,Mary Williams,D2,604,2
7148022376,Nichole Wallace,D2,605,1
9944660697,Lisa Thomas,D2,605,2
9072221915,Jennifer White,D2,613,1
6607485589,Tom Lawrence,D2,613,2
2487824328,Molly Rodriguez,D2,614,1
4538361930,Tiffany Manning,D2,614,2
7095680860,Jesse Gutierrez,D2,617,1
4508406060,Wayne Bridges,D2,617,2
4267687899,Laura Spencer,D2,619,1
8481814641,Barry Bailey,D2,619,2
9684628063,John Osborne,D2,627,1
1858436721,Shannon Dunn,D2,627,2
9856371431,Samantha Rodriguez,D2,628,1
1425861534,Betty Barker,D2,628,2
3305218517,Steven Pope,D2,704,1
3793058738,Angela Morgan,D2,704,2
8570097898,Paul Harrison,D2,705,1
1578475052,Robert Robinson,D2,705,2
903750739,Raymond Terry,D2,706,1
6950952425,Catherine Morgan,D2,706,2
4146787711,Rebecca Mann,D2,707,1
138873235,Bradley Ramirez MD,D2,707,2
5478618737,Marcia Huber,D2,710,1
4690271858,Mr. Nicholas Garcia MD,D2,710,2
4480926901,Angela Wheeler,D2,712,1
3749752895,Kathleen Torres,D2,712,2
4422577274,Robert Grimes,D2,716,1
7789231584,Brandon Wheeler,D2,716,2
5221656724,Brandon Watson,D2,717,1
1553912801,Steven Nelson,D2,717,2
1996111789,Lori Miller,D2,720,1
7161090388,Jocelyn Porter,D2,720,2
1381311847,Cassidy Herman,D2,721,1
981464236,Steven Johnson,D2,721,2
6871845034,Anna Meyers,D2,724,1
4261409092,Alexander Tran,D2,724,2
2651559316,Robert Novak,D2,726,1
9882679831,Tammy Mitchell,D2,726,2
9365028818,Lisa Ryan,D2,727,1
807356180,Anthony Jones,D2,727,2
9703806284,Joel Phillips,D2,728,1
6846633396,Allison Diaz,D2,728,2
7669995580,Megan Hammond,D2,801,1
689049572,Jeffrey Davis,D2,801,2
456379954,Victoria Conner,D2,802,1
1210716294,Melissa Evans,D2,802,2
3596018631,Sean Glover,D2,803,1
1675037197,Katherine Tran,D2,803,2
5297171671,Felicia Keith,D2,809,1
6054327209,William Horton,D2,809,2
4870933550,Lisa Baker,D2,812,1
6091780266,Nicole Sanders,D2,812,2
3721940910,Justin Matthews,D2,815,1
8502361130,Tonya Petersen,D2,815,2
6440934572,Stephanie Moses,D2,817,1
134892300,Ricardo Bolton,D2,817,2
4750432531,Melissa Harris,D2,818,1
6262205956,Megan Moore,D2,818,2
1337441366,Carlos Wilson,D2,819,1
4313218143,Charles Brown,D2,819,2
1672314513,Christopher Mitchell,D2,820,1
6335168679,Jeanette Mcconnell,D2,820,2
7419427434,Michelle Ballard,D2,821,1
3533310425,Matthew Prince,D2,821,2
4244798496,Samantha Gallagher,D2,824,1
3544989356,Kathryn Miller,D2,824,2
3114595354,Robert Castro,D2,826,1
4633404764,Shannon Harris,D2,826,2
7944843399,Cheryl Martinez,D2,827,1
7010408479,David Robinson,D2,827,2
8989950841,Joseph Cole,D2,901,1
7393605959,Paul Chan,D2,901,2
7616985126,Hayley Fleming,D2,902,1
6217208913,David Smith,D2,902,2
8086055636,Elizabeth Burns,D2,906,1
4685048595,James Thornton,D2,906,2
6032483251,Jeremy Garcia,D2,907,1
3078641042,Veronica Hill,D2,907,2
6042284404,Patrick Quinn,D2,908,1
9198012029,Travis Jensen,D2,908,2
315875303,Christopher Kim,D2,909,1
1561489111,Wayne Murray,D2,909,2
7609832283,Billy Morales,D2,910,1
231113311,Amir,D2,910,2
9823341297,Gabrielle Campbell,D2,912,1
5092282835,Evan Maynard,D2,912,2
3568955099,Renee Davis,D2,913,1
7290231214,Diana Ward,D2,913,2
326042145,Rebecca Gregory,D2,921,1
6766766346,Kristin Harris,D2,921,2
6456896481,Thomas Wood,D2,925,1
9532128630,Brenda Campos,D2,925,2
653234071,Jessica Chapman,D2,927,1
9677210525,Mary Reilly,D2,927,2
1700308750,Sheryl Bradshaw DDS,D2,1004,1
8115523857,Misty Anderson,D2,1004,2
6740782756,Alison Reyes,D2,1005,1
8613237786,Felicia Mitchell,D2,1005,2
4916189895,Virginia Chavez,D2,1006,1
8528710098,Janet Wise,D2,1006,2
2218430613,Matthew Arnold,D2,1008,1
2435368927,Calvin Todd,D2,1008,2
6374641733,Jonathan Warner,D2,1009,1
5461367189,Mark Hopkins,D2,1009,2
4982249078,Paul Mason,D2,1011,1
5074565933,Kyle Stevenson,D2,1011,2
6774313919,Jared Cantrell,D2,1012,1
8823626945,Nancy Olson,D2,1012,2
6005518145,Miguel Prince,D2,1016,1
5804775532,Steven Martin,D2,1016,2
281859705,Patricia Ali,D2,1017,1
9684320963,Cassandra Duncan,D2,1017,2
2422344028,Jessica Mueller,D2,1020,1
8333896392,Jeremy Valentine,D2,1020,2
6047769330,Regina Smith DDS,D2,1021,1
2641595545,Samantha Anderson,D2,1021,2
8288643439,April Coleman,D2,1024,1
7562569259,Danny Humphrey,D2,1024,2
7350249486,Christina Lam,D2,1027,1
514245398,Jennifer Simpson,D2,1027,2
301622939,Phillip Boyd,D2,1102,1
6421085683,Angela Mccall,D2,1102,2
5106954805,Susan Riggs,D2,1103,1
4312500106,Jordan Alvarez,D2,1103,2
4835505132,Charlotte Charles,D2,1108,1
4062288322,Danielle Cooper,D2,1108,2
5122334481,Jeffery Hester,D2,1112,1
2805339502,Jennifer Chapman,D2,1112,2
5924902171,Deanna Frost,D2,1115,1
3053846880,Sarah Miller,D2,1115,2
8408072576,Stephanie Allen,D2,1118,1
4054020028,Troy Rodriguez,D2,1118,2
9784894263,Richard Gallegos,D2,1119,1
5040140234,Eric Brown,D2,1119,2
2005965321,Shelby Li MD,D2,1120,1
8817677013,Christian Griffin,D2,1120,2
1755711065,Tracy Wu,D2,1122,1
3949991080,Chelsea Soto,D2,1122,2
3545241370,Luke Wheeler,D2,1202,1
6649311672,Alison Olsen,D2,1202,2
3781929824,Michelle Rogers,D2,1203,1
3152368757,Alicia Warren,D2,1203,2
7729560676,Allen Jones,D2,1205,1
5686635887,Jamie Sullivan,D2,1205,2
6074530188,Ashley Allen,D2,1207,1
3277686691,Cynthia Dickerson,D2,1207,2
7092612968,Amy Jenkins,D2,1209,1
6328010670,Bradley Hernandez,D2,1209,2
5680918861,Benjamin Kelly,D2,1214,1
2074731289,Eric Smith,D2,1214,2
3242429186,Mary Harris,D2,1216,1
651063981,Michael Lopez,D2,1216,2
572130587,Vincent Burke,D2,1220,1
4241138152,Bryce Farrell,D2,1220,2
8734094669,Cassandra Moran,D2,1221,1
76986510,Amanda Wallace,D2,1221,2
8561296614,Kimberly Bush,D2,1222,1
798179203,Joshua Rogers,D2,1222,2
6875773052,Kevin Price,D2,1225,1
6205799802,Rebecca Novak,D2,1225,2
8599654910,Mckenzie Morris,D2,1226,1
722888703,Mr. Logan Hogan IV,D2,1226,2
1949679750,Todd Rivera,D2,1227,1
2227783649,Kathleen Carpenter,D2,1227,2
8828440454,Sarah King,D2,1228,1
5474365788,Jason Snyder,D2,1228,2
